sex,race,age,county,total
female,white,0-17,01071,4498
female,white,18-34,01071,4416
female,white,35-64,01071,9421
female,white,65-74,01071,3124
female,white,75+,01071,2405
male,black,0-17,01071,168
male,black,18-34,01071,235
male,black,35-64,01071,294
male,black,65-74,01071,81
male,black,75+,01071,65
male,other,0-17,01071,655
male,other,18-34,01071,380
male,other,35-64,01071,886
male,other,65-74,01071,156
male,other,75+,01071,77
male,white,0-17,01071,4855
male,white,18-34,01071,4413
male,white,35-64,01071,9307
male,white,65-74,01071,2853
male,white,75+,01071,1713
female,black,0-17,01073,34313
female,black,18-34,01073,35750
female,black,35-64,01073,59707
female,black,65-74,01073,15911
female,black,75+,01073,8454
female,other,0-17,01073,9934
female,other,18-34,01073,7251
female,other,35-64,01073,8800
female,other,65-74,01073,1157
female,other,75+,01073,1002
female,white,0-17,01073,31462
female,white,18-34,01073,38003
female,white,35-64,01073,62848
female,white,65-74,01073,20177
female,white,75+,01073,16924
male,black,0-17,01073,35842
male,black,18-34,01073,31872
male,black,35-64,01073,46349
male,black,65-74,01073,11550
male,black,75+,01073,4642
male,other,0-17,01073,9314
male,other,18-34,01073,6801
male,other,35-64,01073,9652
male,other,65-74,01073,994
male,other,75+,01073,597
male,white,0-17,01073,33225
male,white,18-34,01073,36306
male,white,35-64,01073,62133
male,white,65-74,01073,17694
male,white,75+,01073,11080
female,black,0-17,01075,89
female,black,18-34,01075,112
female,black,35-64,01075,322
female,black,65-74,01075,100
female,black,75+,01075,52
female,other,0-17,01075,187
female,other,18-34,01075,27
female,other,35-64,01075,94
female,other,65-74,01075,9
female,other,75+,01075,8
female,white,0-17,01075,1256
female,white,18-34,01075,1050
female,white,35-64,01075,2245
female,white,65-74,01075,782
female,white,75+,01075,704
male,black,0-17,01075,65
male,black,18-34,01075,166
male,black,35-64,01075,241
male,black,65-74,01075,82
male,black,75+,01075,53
male,other,0-17,01075,179
male,other,18-34,01075,14
male,other,35-64,01075,47
male,other,65-74,01075,0
male,other,75+,01075,8
male,white,0-17,01075,1309
male,white,18-34,01075,1046
male,white,35-64,01075,2297
male,white,65-74,01075,742
male,white,75+,01075,523
female,black,0-17,01077,1115
female,black,18-34,01077,1676
female,black,35-64,01077,1588
female,black,65-74,01077,479
female,black,75+,01077,291
female,other,0-17,01077,956
female,other,18-34,01077,993
female,other,35-64,01077,1166
female,other,65-74,01077,128
female,other,75+,01077,73
female,white,0-17,01077,7085
female,white,18-34,01077,9198
female,white,35-64,01077,14838
female,white,65-74,01077,5313
female,white,75+,01077,4470
male,black,0-17,01077,1001
male,black,18-34,01077,1076
male,black,35-64,01077,1455
male,black,65-74,01077,350
male,black,75+,01077,174
male,other,0-17,01077,897
male,other,18-34,01077,1116
male,other,35-64,01077,1085
male,other,65-74,01077,65
male,other,75+,01077,28
male,white,0-17,01077,7494
male,white,18-34,01077,8755
male,white,35-64,01077,14371
male,white,65-74,01077,4801
male,white,75+,01077,3000
female,black,0-17,01079,292
female,black,18-34,01079,243
female,black,35-64,01079,718
female,black,65-74,01079,250
female,black,75+,01079,178
female,other,0-17,01079,538
female,other,18-34,01079,640
female,other,35-64,01079,935
female,other,65-74,01079,187
female,other,75+,01079,106
female,white,0-17,01079,2633
female,white,18-34,01079,2389
female,white,35-64,01079,5066
female,white,65-74,01079,1504
female,white,75+,01079,1182
male,black,0-17,01079,328
male,black,18-34,01079,306
male,black,35-64,01079,660
male,black,65-74,01079,196
male,black,75+,01079,121
male,other,0-17,01079,583
male,other,18-34,01079,558
male,other,35-64,01079,860
male,other,65-74,01079,144
male,other,75+,01079,100
male,white,0-17,01079,2848
male,white,18-34,01079,2401
male,white,35-64,01079,4956
male,white,65-74,01079,1381
male,white,75+,01079,879
female,black,0-17,01081,4906
female,black,18-34,01081,5789
female,black,35-64,01081,8181
female,black,65-74,01081,1591
female,black,75+,01081,898
female,other,0-17,01081,2076
female,other,18-34,01081,2180
female,other,35-64,01081,3226
female,other,65-74,01081,804
female,other,75+,01081,149
female,white,0-17,01081,11267
female,white,18-34,01081,18988
female,white,35-64,01081,20702
female,white,65-74,01081,5308
female,white,75+,01081,3869
male,black,0-17,01081,4991
male,black,18-34,01081,5293
male,black,35-64,01081,6358
male,black,65-74,01081,1249
male,black,75+,01081,414
male,other,0-17,01081,2400
male,other,18-34,01081,2875
male,other,35-64,01081,3407
male,other,65-74,01081,298
male,other,75+,01081,231
male,white,0-17,01081,11927
male,white,18-34,01081,19411
male,white,35-64,01081,20716
male,white,65-74,01081,5070
male,white,75+,01081,3089
female,black,0-17,01083,1294
female,black,18-34,01083,1422
female,black,35-64,01083,3113
female,black,65-74,01083,620
female,black,75+,01083,362
female,other,0-17,01083,2369
female,other,18-34,01083,1376
female,other,35-64,01083,2320
female,other,65-74,01083,273
female,other,75+,01083,129
female,white,0-17,01083,8264
female,white,18-34,01083,7900
female,white,35-64,01083,16483
female,white,65-74,01083,4392
female,white,75+,01083,3338
male,black,0-17,01083,963
male,black,18-34,01083,1820
male,black,35-64,01083,3390
male,black,65-74,01083,562
male,black,75+,01083,174
male,other,0-17,01083,2289
male,other,18-34,01083,1494
male,other,35-64,01083,2363
male,other,65-74,01083,177
male,other,75+,01083,55
male,white,0-17,01083,8774
male,white,18-34,01083,8116
male,white,35-64,01083,17283
male,white,65-74,01083,4063
male,white,75+,01083,2399
female,black,0-17,01085,848
female,black,18-34,01085,831
female,black,35-64,01085,1514
female,black,65-74,01085,444
female,black,75+,01085,342
female,other,0-17,01085,31
female,other,18-34,01085,8
female,other,35-64,01085,16
female,other,65-74,01085,0
female,other,75+,01085,1
female,white,0-17,01085,155
female,white,18-34,01085,185
female,white,35-64,01085,471
female,white,65-74,01085,184
female,white,75+,01085,177
male,black,0-17,01085,900
male,black,18-34,01085,786
male,black,35-64,01085,1273
male,black,65-74,01085,347
male,black,75+,01085,175
male,other,0-17,01085,0
male,other,18-34,01085,11
male,other,35-64,01085,30
male,other,65-74,01085,0
male,other,75+,01085,0
male,white,0-17,01085,265
male,white,18-34,01085,183
male,white,35-64,01085,494
male,white,65-74,01085,181
male,white,75+,01085,156
female,black,0-17,01087,1216
female,black,18-34,01087,2711
female,black,35-64,01087,2610
female,black,65-74,01087,955
female,black,75+,01087,789
female,other,0-17,01087,85
female,other,18-34,01087,86
female,other,35-64,01087,48
female,other,65-74,01087,147
female,other,75+,01087,15
female,white,0-17,01087,182
female,white,18-34,01087,545
female,white,35-64,01087,456
female,white,65-74,01087,229
female,white,75+,01087,168
male,black,0-17,01087,1250
male,black,18-34,01087,2059
male,black,35-64,01087,2079
male,black,65-74,01087,762
male,black,75+,01087,407
male,other,0-17,01087,106
male,other,18-34,01087,188
male,other,35-64,01087,111
male,other,65-74,01087,76
male,other,75+,01087,8
male,white,0-17,01087,105
male,white,18-34,01087,671
male,white,35-64,01087,516
male,white,65-74,01087,209
male,white,75+,01087,162
female,black,0-17,01089,10461
female,black,18-34,01089,14991
female,black,35-64,01089,19188
female,black,65-74,01089,4182
female,black,75+,01089,2179
female,other,0-17,01089,7926
female,other,18-34,01089,5621
female,other,35-64,01089,7415
female,other,65-74,01089,1603
female,other,75+,01089,831
female,white,0-17,01089,23981
female,white,18-34,01089,26072
female,white,35-64,01089,52008
female,white,65-74,01089,13558
female,white,75+,01089,11687
male,black,0-17,01089,11596
male,black,18-34,01089,13400
male,black,35-64,01089,15834
male,black,65-74,01089,3187
male,black,75+,01089,1351
male,other,0-17,01089,7074
male,other,18-34,01089,6118
male,other,35-64,01089,7600
male,other,65-74,01089,1006
male,other,75+,01089,524
male,white,0-17,01089,25316
male,white,18-34,01089,28227
male,white,35-64,01089,52911
male,white,65-74,01089,12897
male,white,75+,01089,8391
female,black,0-17,01091,1224
female,black,18-34,01091,1118
female,black,35-64,01091,2133
female,black,65-74,01091,579
female,black,75+,01091,330
female,other,0-17,01091,4
female,other,18-34,01091,103
female,other,35-64,01091,136
female,other,65-74,01091,0
female,other,75+,01091,27
female,white,0-17,01091,859
female,white,18-34,01091,730
female,white,35-64,01091,1593
female,white,65-74,01091,590
female,white,75+,01091,589
male,black,0-17,01091,1190
male,black,18-34,01091,820
male,black,35-64,01091,1715
male,black,65-74,01091,478
male,black,75+,01091,181
male,other,0-17,01091,157
male,other,18-34,01091,111
male,other,35-64,01091,48
male,other,65-74,01091,27
male,other,75+,01091,75
male,white,0-17,01091,852
male,white,18-34,01091,782
male,white,35-64,01091,1610
male,white,65-74,01091,577
male,white,75+,01091,389
female,black,0-17,01093,90
female,black,18-34,01093,121
female,black,35-64,01093,182
female,black,65-74,01093,33
female,black,75+,01093,39
female,other,0-17,01093,228
female,other,18-34,01093,182
female,other,35-64,01093,319
female,other,65-74,01093,36
female,other,75+,01093,54
female,white,0-17,01093,2648
female,white,18-34,01093,2444
female,white,35-64,01093,5160
female,white,65-74,01093,1716
female,white,75+,01093,1524
male,black,0-17,01093,41
male,black,18-34,01093,119
male,black,35-64,01093,351
male,black,65-74,01093,47
male,black,75+,01093,20
male,other,0-17,01093,309
male,other,18-34,01093,191
male,other,35-64,01093,106
male,other,65-74,01093,22
male,other,75+,01093,18
male,white,0-17,01093,2859
male,white,18-34,01093,2542
male,white,35-64,01093,5141
male,white,65-74,01093,1552
male,white,75+,01093,1096
female,black,0-17,01095,323
female,black,18-34,01095,326
female,black,35-64,01095,398
female,black,65-74,01095,82
female,black,75+,01095,29
female,other,0-17,01095,2597
female,other,18-34,01095,1432
female,other,35-64,01095,2190
female,other,65-74,01095,202
female,other,75+,01095,164
female,white,0-17,01095,9465
female,white,18-34,01095,7963
female,white,35-64,01095,15611
female,white,65-74,01095,5078
female,white,75+,01095,3793
male,black,0-17,01095,369
male,black,18-34,01095,387
male,black,35-64,01095,579
male,black,65-74,01095,76
male,black,75+,01095,10
male,other,0-17,01095,3983
male,other,18-34,01095,1834
male,other,35-64,01095,2364
male,other,65-74,01095,213
male,other,75+,01095,133
male,white,0-17,01095,8794
male,white,18-34,01095,8057
male,white,35-64,01095,15284
male,white,65-74,01095,4356
male,white,75+,01095,2620
female,black,0-17,01097,19101
female,black,18-34,01097,19467
female,black,35-64,01097,29619
female,black,65-74,01097,7452
female,black,75+,01097,4271
female,other,0-17,01097,5683
female,other,18-34,01097,3917
female,other,35-64,01097,5211
female,other,65-74,01097,999
female,other,75+,01097,1037
female,white,0-17,01097,22698
female,white,18-34,01097,24507
female,white,35-64,01097,45761
female,white,65-74,01097,14492
female,white,75+,01097,11176
male,black,0-17,01097,20214
male,black,18-34,01097,17497
male,black,35-64,01097,23093
male,black,65-74,01097,5567
male,black,75+,01097,2619
male,other,0-17,01097,5125
male,other,18-34,01097,3447
male,other,35-64,01097,5397
male,other,65-74,01097,1107
male,other,75+,01097,420
male,white,0-17,01097,23855
male,white,18-34,01097,24324
male,white,35-64,01097,44138
male,white,65-74,01097,13055
male,white,75+,01097,7913
female,black,0-17,01099,829
female,black,18-34,01099,783
female,black,35-64,01099,1900
female,black,65-74,01099,522
female,black,75+,01099,349
female,other,0-17,01099,73
female,other,18-34,01099,69
female,other,35-64,01099,205
female,other,65-74,01099,17
female,other,75+,01099,37
female,white,0-17,01099,957
female,white,18-34,01099,912
female,white,35-64,01099,2077
female,white,65-74,01099,762
female,white,75+,01099,633
male,black,0-17,01099,1062
male,black,18-34,01099,837
male,black,35-64,01099,1369
male,black,65-74,01099,416
male,black,75+,01099,193
male,other,0-17,01099,205
male,other,18-34,01099,100
male,other,35-64,01099,77
male,other,65-74,01099,23
male,other,75+,01099,1
male,white,0-17,01099,1028
male,white,18-34,01099,947
male,white,35-64,01099,2007
male,white,65-74,01099,713
male,white,75+,01099,477
female,black,0-17,01101,16751
female,black,18-34,01101,18566
female,black,35-64,01101,27606
female,black,65-74,01101,6287
female,black,75+,01101,3509
female,other,0-17,01101,3987
female,other,18-34,01101,2425
female,other,35-64,01101,3485
female,other,65-74,01101,594
female,other,75+,01101,260
female,white,0-17,01101,6203
female,white,18-34,01101,6625
female,white,35-64,01101,13643
female,white,65-74,01101,5543
female,white,75+,01101,4755
male,black,0-17,01101,17169
male,black,18-34,01101,16447
male,black,35-64,01101,20860
male,black,65-74,01101,4478
male,black,75+,01101,2010
male,other,0-17,01101,4240
male,other,18-34,01101,1974
male,other,35-64,01101,3729
male,other,65-74,01101,481
male,other,75+,01101,143
male,white,0-17,01101,6358
male,white,18-34,01101,7369
male,white,35-64,01101,13798
male,white,65-74,01101,4641
male,white,75+,01101,3261
female,black,0-17,01103,2421
female,black,18-34,01103,1668
female,black,35-64,01103,3249
female,black,65-74,01103,663
female,black,75+,01103,353
female,other,0-17,01103,2451
female,other,18-34,01103,1518
female,other,35-64,01103,2337
female,other,65-74,01103,375
female,other,75+,01103,215
female,white,0-17,01103,9246
female,white,18-34,01103,8761
female,white,35-64,01103,18680
female,white,65-74,01103,6015
female,white,75+,01103,4724
male,black,0-17,01103,2507
male,black,18-34,01103,1692
male,black,35-64,01103,2935
male,black,65-74,01103,588
male,black,75+,01103,186
male,other,0-17,01103,2447
male,other,18-34,01103,1984
male,other,35-64,01103,2398
male,other,65-74,01103,341
male,other,75+,01103,150
male,white,0-17,01103,9812
male,white,18-34,01103,8928
male,white,35-64,01103,18585
male,white,65-74,01103,5101
male,white,75+,01103,3412
female,black,0-17,01105,626
female,black,18-34,01105,616
female,black,35-64,01105,1239
female,black,65-74,01105,352
female,black,75+,01105,252
female,other,0-17,01105,0
female,other,18-34,01105,0
female,other,35-64,01105,15
female,other,65-74,01105,5
female,other,75+,01105,25
female,white,0-17,01105,176
female,white,18-34,01105,425
female,white,35-64,01105,345
female,white,65-74,01105,174
female,white,75+,01105,209
male,black,0-17,01105,817
male,black,18-34,01105,505
male,black,35-64,01105,1039
male,black,65-74,01105,255
male,black,75+,01105,142
male,other,0-17,01105,0
male,other,18-34,01105,34
male,other,35-64,01105,3
male,other,65-74,01105,0
male,other,75+,01105,0
male,white,0-17,01105,134
male,white,18-34,01105,201
male,white,35-64,01105,325
male,white,65-74,01105,84
male,white,75+,01105,233
female,black,0-17,01107,803
female,black,18-34,01107,772
female,black,35-64,01107,1612
female,black,65-74,01107,427
female,black,75+,01107,280
female,other,0-17,01107,81
female,other,18-34,01107,61
female,other,35-64,01107,91
female,other,65-74,01107,8
female,other,75+,01107,19
female,white,0-17,01107,841
female,white,18-34,01107,1065
female,white,35-64,01107,2390
female,white,65-74,01107,706
female,white,75+,01107,576
male,black,0-17,01107,822
male,black,18-34,01107,940
male,black,35-64,01107,1209
male,black,65-74,01107,336
male,black,75+,01107,199
male,other,0-17,01107,77
male,other,18-34,01107,67
male,other,35-64,01107,72
male,other,65-74,01107,0
male,other,75+,01107,0
male,white,0-17,01107,1015
male,white,18-34,01107,1023
male,white,35-64,01107,2227
male,white,65-74,01107,680
male,white,75+,01107,444
female,black,0-17,01109,1348
female,black,18-34,01109,2246
female,black,35-64,01109,2214
female,black,65-74,01109,541
female,black,75+,01109,319
female,other,0-17,01109,255
female,other,18-34,01109,565
female,other,35-64,01109,260
